25660063_202602221517461671
Number,Start Time,End Time,Duration,1.Current Role,2.Development Experience,3.Work Domain / Area of Expertise,4.AI IDE Usage: GitHub Copilot,4.AI IDE Usage: Cursor,4.AI IDE Usage: Trae,4.AI IDE Usage: Other,4.AI IDE Usage: None / Not Familiar,5.Frequency of AI IDE Usage,6.Frequency of NES Feature Usage,7.Level of Dependence on NES Features,8.Code Review Behavior,9.Motivations for Accepting Suggestions: The code follows proper formatting and style (looks clean and well-structured).,9.Motivations for Accepting Suggestions: The suggested code is long (too cumbersome to write manually).,9.Motivations for Accepting Suggestions: The surrounding code contains test cases (creating a false sense of security).,"9.Motivations for Accepting Suggestions: I am writing non-critical code (e.g., test scripts).",10.Insecure Code Suggestions,11.Test Data in Production Environment,12.Behavior After Accepting Suggestions,13.Attention Check,,,,,,,,,,,,,,,,,
231,02-Feb-2026 15:21:45,02-Feb-2026 15:23:33,108,1,4,1,1,1,1,,,1,3,1,2,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
230,02-Feb-2026 15:22:40,02-Feb-2026 15:23:12,32,1,1,1,1,1,1,,,2,2,3,2,1,,1,,1,1,1,2,,,,,,,,,,,,,,,,,
229,02-Feb-2026 15:21:42,02-Feb-2026 15:23:07,85,1,2,3,1,1,,,,1,3,2,1,,,1,,1,2,4,3,,,,,,,,,,,,,,,,,
227,02-Feb-2026 15:22:22,02-Feb-2026 15:22:43,21,1,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,
228,02-Feb-2026 15:21:57,02-Feb-2026 15:22:43,46,2,1,5,,,,1,,3,3,2,3,,,1,,2,2,3,3,,,,,,,,,,,,,,,,,
226,02-Feb-2026 15:22:02,02-Feb-2026 15:22:40,38,1,3,1,1,1,,,,1,1,2,2,1,1,,,2,2,3,2,,,,,,,,,,,,,,,,,
225,02-Feb-2026 15:21:19,02-Feb-2026 15:22:37,78,4,1,2,1,1,,,,3,3,1,2,1,,,,2,2,3,2,,,,,,,,,,,,,,,,,
224,02-Feb-2026 15:21:48,02-Feb-2026 15:22:25,37,4,1,5,,,,1,,4,2,3,5,,,,1,3,3,5,2,,,,,,,,,,,,,,,,,
223,02-Feb-2026 15:21:11,02-Feb-2026 15:22:21,70,2,1,5,,,,,1,3,4,1,3,1,1,1,1,2,2,3,3,,,,,,,,,,,,,,,,,
222,02-Feb-2026 15:21:12,02-Feb-2026 15:21:28,16,4,3,1,1,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,
221,02-Feb-2026 15:20:38,02-Feb-2026 15:21:05,27,1,2,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
220,02-Feb-2026 15:18:12,02-Feb-2026 15:20:51,159,1,2,2,,1,,,,1,3,1,2,1,,,1,2,2,1,3,,,,,,,,,,,,,,,,,
219,02-Feb-2026 15:18:53,02-Feb-2026 15:20:24,91,1,4,3,1,1,1,1,,1,1,3,5,1,1,1,,1,3,1,3,,,,,,,,,,,,,,,,,
218,02-Feb-2026 15:19:35,02-Feb-2026 15:20:22,47,2,1,5,,,,1,,3,3,2,1,,,,1,1,3,1,1,,,,,,,,,,,,,,,,,
217,02-Feb-2026 15:19:01,02-Feb-2026 15:20:13,72,1,1,1,1,,,,,3,2,1,1,1,,,,1,2,1,2,,,,,,,,,,,,,,,,,
216,02-Feb-2026 15:19:42,02-Feb-2026 15:20:03,21,4,2,1,,,1,,,2,3,2,1,,1,,,2,2,4,3,,,,,,,,,,,,,,,,,
215,02-Feb-2026 15:13:46,02-Feb-2026 15:19:13,327,1,4,1,,1,1,1,,2,2,2,2,1,1,1,1,2,1,3,3,,,,,,,,,,,,,,,,,
214,02-Feb-2026 15:18:01,02-Feb-2026 15:19:07,66,1,1,1,,,,,1,1,1,3,4,1,,1,1,3,3,5,1,,,,,,,,,,,,,,,,,
213,02-Feb-2026 15:17:54,02-Feb-2026 15:18:46,52,1,2,1,,1,1,,,1,1,1,1,,,1,,2,1,1,1,,,,,,,,,,,,,,,,,
212,02-Feb-2026 15:17:27,02-Feb-2026 15:18:38,71,1,2,1,1,1,,,,1,1,3,1,1,1,1,,2,2,3,3,,,,,,,,,,,,,,,,,
211,02-Feb-2026 15:15:55,02-Feb-2026 15:17:54,119,1,2,3,,,,1,,2,2,2,2,1,,,,1,2,3,3,,,,,,,,,,,,,,,,,
210,02-Feb-2026 15:17:41,02-Feb-2026 15:17:54,13,2,1,2,,1,,,,2,2,3,3,1,,,,1,1,3,2,,,,,,,,,,,,,,,,,
209,02-Feb-2026 15:15:40,02-Feb-2026 15:15:53,13,1,2,2,1,,,,,2,1,2,3,,1,,,2,2,2,1,,,,,,,,,,,,,,,,,
208,02-Feb-2026 15:15:28,02-Feb-2026 15:15:49,21,2,2,3,1,,,,,1,1,3,1,,,,1,1,3,4,1,,,,,,,,,,,,,,,,,
207,02-Feb-2026 15:14:51,02-Feb-2026 15:15:34,43,2,1,5,,,,1,,3,3,1,4,,,1,,2,2,3,2,,,,,,,,,,,,,,,,,
206,02-Feb-2026 15:13:49,02-Feb-2026 15:14:31,42,2,1,1,1,,,1,,2,2,2,2,1,,,,2,1,2,2,,,,,,,,,,,,,,,,,
205,02-Feb-2026 15:11:38,02-Feb-2026 15:13:45,127,1,2,4,,,,,1,1,1,3,3,1,,1,1,2,3,5,1,,,,,,,,,,,,,,,,,
204,02-Feb-2026 15:12:29,02-Feb-2026 15:13:02,33,2,4,3,,1,,,,1,1,2,2,1,,,,2,2,1,1,,,,,,,,,,,,,,,,,
203,02-Feb-2026 15:12:15,02-Feb-2026 15:12:27,12,1,2,3,1,,,,,1,2,2,5,,1,,,2,3,3,3,,,,,,,,,,,,,,,,,
202,02-Feb-2026 15:10:26,02-Feb-2026 15:10:53,27,2,1,1,1,1,1,1,,1,1,3,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,
201,02-Feb-2026 15:02:55,02-Feb-2026 15:09:00,365,4,1,2,1,,,,,3,3,2,3,,,,1,2,3,5,3,,,,,,,,,,,,,,,,,
200,02-Feb-2026 15:05:53,02-Feb-2026 15:06:16,23,1,3,3,,,,,1,3,3,2,3,,1,,,3,2,3,2,,,,,,,,,,,,,,,,,
199,02-Feb-2026 15:05:30,02-Feb-2026 15:06:09,39,2,1,5,,,,1,,3,3,1,3,1,,,,1,1,3,1,,,,,,,,,,,,,,,,,
198,02-Feb-2026 15:02:56,02-Feb-2026 15:05:12,136,4,1,1,,,,,1,3,2,3,3,1,1,,,2,3,1,3,,,,,,,,,,,,,,,,,
197,02-Feb-2026 15:03:36,02-Feb-2026 15:04:53,77,4,1,5,,,,1,,4,4,1,5,1,,,,1,3,5,3,,,,,,,,,,,,,,,,,
196,02-Feb-2026 15:02:53,02-Feb-2026 15:03:44,51,4,1,5,1,,,,,2,2,2,2,1,1,,,2,2,3,3,,,,,,,,,,,,,,,,,
195,02-Feb-2026 14:58:57,02-Feb-2026 15:00:21,84,1,2,1,1,,,,,2,2,1,2,,,1,1,1,2,3,3,,,,,,,,,,,,,,,,,
194,02-Feb-2026 14:58:41,02-Feb-2026 15:00:10,89,1,4,2,1,1,,1,,1,2,1,1,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
193,02-Feb-2026 14:58:04,02-Feb-2026 14:59:25,81,1,2,2,,1,1,,,2,2,2,2,1,1,1,1,2,2,4,3,,,,,,,,,,,,,,,,,
192,02-Feb-2026 14:57:57,02-Feb-2026 14:59:07,70,1,3,2,,1,,1,,2,3,2,1,1,,,,2,2,3,2,,,,,,,,,,,,,,,,,
191,02-Feb-2026 14:57:51,02-Feb-2026 14:58:28,37,1,1,3,1,1,,,,2,2,2,2,1,1,1,,2,2,3,1,,,,,,,,,,,,,,,,,
190,02-Feb-2026 14:57:09,02-Feb-2026 14:57:35,26,1,4,1,1,1,1,1,,1,1,3,2,1,,,,2,1,3,1,,,,,,,,,,,,,,,,,
189,02-Feb-2026 14:55:13,02-Feb-2026 14:57:16,123,4,1,2,1,,,,,2,2,2,2,1,1,1,1,2,1,3,3,,,,,,,,,,,,,,,,,
188,02-Feb-2026 14:54:34,02-Feb-2026 14:56:28,114,1,4,2,1,1,,,,1,1,3,2,,1,,,2,2,3,3,,,,,,,,,,,,,,,,,
187,02-Feb-2026 14:55:23,02-Feb-2026 14:55:47,24,1,3,2,1,1,1,,,2,2,2,2,1,,,,2,2,1,2,,,,,,,,,,,,,,,,,
186,02-Feb-2026 14:54:46,02-Feb-2026 14:55:41,55,4,2,2,,1,,,,2,4,1,4,,1,,,2,2,3,2,,,,,,,,,,,,,,,,,
185,02-Feb-2026 14:51:52,02-Feb-2026 14:55:25,213,1,4,1,,,,1,,1,2,3,2,1,1,,,2,2,3,3,,,,,,,,,,,,,,,,,
184,02-Feb-2026 14:53:52,02-Feb-2026 14:54:42,50,4,1,4,,,1,,,2,2,2,2,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,
183,02-Feb-2026 14:52:29,02-Feb-2026 14:54:37,128,1,4,1,1,,,1,,2,2,3,2,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,
182,02-Feb-2026 14:52:45,02-Feb-2026 14:53:56,71,1,3,2,1,1,,1,,1,1,1,2,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,
181,02-Feb-2026 14:53:17,02-Feb-2026 14:53:46,29,2,1,5,,,,,1,4,4,1,5,1,,,,3,3,5,1,,,,,,,,,,,,,,,,,
180,02-Feb-2026 14:51:03,02-Feb-2026 14:53:41,158,1,3,2,,1,,,,1,4,1,3,,,,1,2,2,5,3,,,,,,,,,,,,,,,,,
179,02-Feb-2026 14:52:07,02-Feb-2026 14:53:33,86,1,1,2,1,,,,,3,3,2,1,1,,1,,1,1,1,2,,,,,,,,,,,,,,,,,
178,02-Feb-2026 14:51:38,02-Feb-2026 14:53:30,112,1,4,2,1,1,1,,,1,2,3,2,1,,,,2,3,1,3,,,,,,,,,,,,,,,,,
177,02-Feb-2026 14:49:51,02-Feb-2026 14:52:35,164,1,4,2,1,1,,1,,2,3,1,3,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
176,02-Feb-2026 14:51:13,02-Feb-2026 14:52:32,79,1,2,1,1,,,,,2,2,1,1,1,1,,,2,3,3,3,,,,,,,,,,,,,,,,,
175,02-Feb-2026 14:50:00,02-Feb-2026 14:52:02,122,1,2,4,,,,1,,1,1,2,3,1,1,,1,2,3,3,3,,,,,,,,,,,,,,,,,
174,02-Feb-2026 14:49:41,02-Feb-2026 14:51:18,97,1,2,1,1,,,,,2,2,2,2,1,1,,,2,2,3,3,,,,,,,,,,,,,,,,,
173,02-Feb-2026 14:48:59,02-Feb-2026 14:50:49,110,1,2,1,1,1,1,,,2,1,2,2,1,1,,1,2,2,3,3,,,,,,,,,,,,,,,,,
172,02-Feb-2026 14:49:12,02-Feb-2026 14:50:46,94,4,1,2,1,,,,,3,3,2,5,1,,,,3,3,3,3,,,,,,,,,,,,,,,,,
171,02-Feb-2026 14:46:24,02-Feb-2026 14:50:43,259,1,3,1,,,,1,,2,2,2,2,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
170,02-Feb-2026 14:50:05,02-Feb-2026 14:50:35,30,1,1,1,,,1,,,2,2,2,4,,,1,,2,2,2,1,,,,,,,,,,,,,,,,,
169,02-Feb-2026 14:49:21,02-Feb-2026 14:50:21,60,1,2,2,,1,,,,2,3,2,1,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
168,02-Feb-2026 14:49:30,02-Feb-2026 14:50:05,35,1,4,2,,1,,,,1,2,2,2,,,1,,2,2,3,3,,,,,,,,,,,,,,,,,
167,02-Feb-2026 14:48:33,02-Feb-2026 14:50:02,89,1,1,3,1,1,,,,2,3,2,2,1,1,1,,2,2,3,1,,,,,,,,,,,,,,,,,
166,02-Feb-2026 14:48:00,02-Feb-2026 14:49:45,105,1,3,2,,1,1,1,,2,2,2,1,1,,,,2,2,4,3,,,,,,,,,,,,,,,,,
165,02-Feb-2026 14:49:05,02-Feb-2026 14:49:36,31,4,1,3,1,,,,,3,3,1,4,1,1,1,1,3,3,5,2,,,,,,,,,,,,,,,,,
164,02-Feb-2026 14:47:25,02-Feb-2026 14:49:09,104,1,3,2,1,1,,,,3,4,1,2,,1,,,2,1,3,3,,,,,,,,,,,,,,,,,
163,02-Feb-2026 14:44:33,02-Feb-2026 14:48:51,258,1,2,1,1,1,,1,,2,3,1,1,1,,,1,2,3,3,3,,,,,,,,,,,,,,,,,
162,02-Feb-2026 14:48:08,02-Feb-2026 14:48:47,39,4,1,2,1,,,,,2,2,1,2,1,1,,,2,2,1,1,,,,,,,,,,,,,,,,,
161,02-Feb-2026 14:47:07,02-Feb-2026 14:48:45,98,1,4,2,,1,1,,,1,3,1,2,1,,,,1,1,1,3,,,,,,,,,,,,,,,,,
160,02-Feb-2026 14:48:02,02-Feb-2026 14:48:42,40,1,1,2,1,,,,,2,2,1,1,1,,,,2,1,3,1,,,,,,,,,,,,,,,,,
159,02-Feb-2026 14:47:02,02-Feb-2026 14:48:26,84,1,2,2,,1,,1,,2,2,2,2,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
158,02-Feb-2026 14:45:33,02-Feb-2026 14:48:23,170,1,3,1,,,,1,,2,2,2,1,1,1,1,1,3,3,3,3,,,,,,,,,,,,,,,,,
157,02-Feb-2026 14:47:00,02-Feb-2026 14:48:07,67,1,4,2,1,1,,,,2,2,1,2,1,1,1,1,2,2,3,3,,,,,,,,,,,,,,,,,
156,02-Feb-2026 14:44:14,02-Feb-2026 14:47:52,218,1,4,2,,1,,1,,2,2,2,1,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,
155,02-Feb-2026 14:46:46,02-Feb-2026 14:47:47,61,1,2,2,,1,,1,,1,3,2,2,1,,,,2,1,3,3,,,,,,,,,,,,,,,,,
154,02-Feb-2026 14:45:57,02-Feb-2026 14:47:37,100,1,4,2,,1,,,,2,2,2,1,1,,,,2,2,4,1,,,,,,,,,,,,,,,,,
153,02-Feb-2026 14:43:30,02-Feb-2026 14:47:30,240,1,3,1,1,1,,,,3,2,2,3,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
152,02-Feb-2026 14:44:58,02-Feb-2026 14:47:13,135,1,2,1,1,1,,1,,2,2,2,2,1,,,1,2,3,3,3,,,,,,,,,,,,,,,,,
151,02-Feb-2026 14:46:09,02-Feb-2026 14:47:11,62,1,1,2,1,1,,1,,2,2,3,3,1,,,1,1,2,3,1,,,,,,,,,,,,,,,,,
150,02-Feb-2026 14:45:00,02-Feb-2026 14:47:04,124,1,1,2,,,,1,,2,3,1,2,,,,1,2,3,3,3,,,,,,,,,,,,,,,,,
149,02-Feb-2026 14:44:10,02-Feb-2026 14:47:04,174,4,1,2,,1,,,,3,3,2,3,,1,,,2,2,5,3,,,,,,,,,,,,,,,,,
148,02-Feb-2026 14:44:13,02-Feb-2026 14:46:56,163,1,3,2,,1,,,,1,2,2,2,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
147,02-Feb-2026 14:46:10,02-Feb-2026 14:46:53,43,1,3,2,1,,,,,2,3,2,2,,1,,,2,2,3,2,,,,,,,,,,,,,,,,,
146,02-Feb-2026 14:43:24,02-Feb-2026 14:46:51,207,1,3,1,1,1,1,,,2,2,2,3,1,1,1,1,2,2,5,1,,,,,,,,,,,,,,,,,
145,02-Feb-2026 14:45:46,02-Feb-2026 14:46:48,62,1,4,2,,1,,,,1,1,3,1,,,1,1,2,2,3,3,,,,,,,,,,,,,,,,,
144,02-Feb-2026 14:45:14,02-Feb-2026 14:46:41,87,1,3,2,,1,,,,3,4,1,1,1,,1,,2,2,3,3,,,,,,,,,,,,,,,,,
143,02-Feb-2026 14:46:02,02-Feb-2026 14:46:37,35,1,3,2,,,,1,,1,2,2,1,1,1,,,1,1,3,1,,,,,,,,,,,,,,,,,
142,02-Feb-2026 14:44:59,02-Feb-2026 14:46:26,87,4,1,5,,,,,1,4,4,1,5,1,,1,,3,3,1,1,,,,,,,,,,,,,,,,,
141,02-Feb-2026 14:44:14,02-Feb-2026 14:46:16,122,1,4,1,,1,,1,,1,2,3,2,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
140,02-Feb-2026 14:44:07,02-Feb-2026 14:46:10,123,1,3,2,1,1,,,,1,1,3,4,1,,,,2,2,4,3,,,,,,,,,,,,,,,,,
138,02-Feb-2026 14:43:37,02-Feb-2026 14:45:54,137,1,2,2,,,,1,,1,4,1,1,1,,,,2,3,3,3,,,,,,,,,,,,,,,,,
139,02-Feb-2026 14:38:33,02-Feb-2026 14:45:54,441,1,2,2,1,,,1,,2,2,2,1,1,1,,1,2,2,3,3,,,,,,,,,,,,,,,,,
137,02-Feb-2026 14:42:13,02-Feb-2026 14:45:50,217,1,2,2,,1,1,1,,1,4,1,5,,,,1,3,3,5,3,,,,,,,,,,,,,,,,,
136,02-Feb-2026 14:43:00,02-Feb-2026 14:45:41,161,1,1,1,,,,1,,3,3,1,4,,,,1,2,2,3,1,,,,,,,,,,,,,,,,,
135,02-Feb-2026 14:42:14,02-Feb-2026 14:45:15,181,1,3,1,1,1,1,1,,1,1,2,3,1,,,1,2,1,3,3,,,,,,,,,,,,,,,,,
134,02-Feb-2026 14:43:57,02-Feb-2026 14:45:04,67,1,2,1,,1,,,,2,3,2,2,1,,1,,2,2,3,3,,,,,,,,,,,,,,,,,
133,02-Feb-2026 14:44:04,02-Feb-2026 14:44:57,53,1,2,2,,,,1,,1,3,2,1,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,
132,02-Feb-2026 14:43:20,02-Feb-2026 14:44:52,92,1,1,2,,1,,,,3,3,3,1,,1,,,2,3,5,3,,,,,,,,,,,,,,,,,
131,02-Feb-2026 14:41:50,02-Feb-2026 14:44:49,179,1,4,2,,1,,,,1,2,3,1,,,,1,2,3,4,3,,,,,,,,,,,,,,,,,
130,02-Feb-2026 14:44:17,02-Feb-2026 14:44:42,25,1,3,2,1,1,,,,1,1,3,4,1,,,,2,2,4,3,,,,,,,,,,,,,,,,,
129,02-Feb-2026 14:42:56,02-Feb-2026 14:44:40,104,1,3,2,,1,,,,1,1,3,2,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,
128,02-Feb-2026 14:43:25,02-Feb-2026 14:44:29,64,1,2,2,,1,1,,,1,2,2,2,1,1,,1,2,2,1,3,,,,,,,,,,,,,,,,,
127,02-Feb-2026 14:42:26,02-Feb-2026 14:44:01,95,1,3,3,,,,1,,2,2,2,4,1,1,,,2,3,4,3,,,,,,,,,,,,,,,,,
126,02-Feb-2026 14:41:02,02-Feb-2026 14:43:57,175,1,3,2,,,,1,,1,2,2,1,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
125,02-Feb-2026 14:42:52,02-Feb-2026 14:43:53,61,1,1,2,,,,1,,2,3,1,2,,,,1,2,3,3,3,,,,,,,,,,,,,,,,,
124,02-Feb-2026 14:42:29,02-Feb-2026 14:43:47,78,4,1,5,,,,,1,4,4,1,5,1,1,,,3,3,1,1,,,,,,,,,,,,,,,,,
123,02-Feb-2026 14:42:31,02-Feb-2026 14:43:31,60,4,3,2,1,,,,,2,2,2,1,1,1,1,,2,1,3,2,,,,,,,,,,,,,,,,,
122,02-Feb-2026 14:42:03,02-Feb-2026 14:43:26,83,1,1,2,,1,,1,,1,3,1,2,,1,,,2,2,4,3,,,,,,,,,,,,,,,,,
121,02-Feb-2026 14:41:00,02-Feb-2026 14:43:17,137,1,3,2,,,,1,,1,3,2,1,1,1,,,2,3,5,3,,,,,,,,,,,,,,,,,
120,02-Feb-2026 14:42:45,02-Feb-2026 14:43:15,30,1,2,2,,1,1,1,,2,3,2,2,1,1,,1,2,2,3,2,,,,,,,,,,,,,,,,,
119,02-Feb-2026 14:39:21,02-Feb-2026 14:43:15,234,4,2,2,1,,,,,3,3,1,1,1,,,,3,3,5,3,,,,,,,,,,,,,,,,,
118,02-Feb-2026 14:41:44,02-Feb-2026 14:43:01,77,4,1,1,,,,1,,3,3,1,4,1,1,1,1,2,3,3,3,,,,,,,,,,,,,,,,,
117,02-Feb-2026 14:41:53,02-Feb-2026 14:42:41,48,1,3,2,,,,1,,1,1,2,3,1,,,,2,1,3,3,,,,,,,,,,,,,,,,,
116,02-Feb-2026 14:40:20,02-Feb-2026 14:42:09,109,1,4,2,,,1,1,,1,2,2,3,1,1,,,2,2,5,3,,,,,,,,,,,,,,,,,
115,02-Feb-2026 14:39:34,02-Feb-2026 14:41:45,131,1,2,2,,1,1,1,,1,3,1,3,,1,,1,2,2,4,3,,,,,,,,,,,,,,,,,
114,02-Feb-2026 14:40:27,02-Feb-2026 14:41:37,70,1,2,3,1,,,,,2,3,2,2,1,,,1,2,3,3,2,,,,,,,,,,,,,,,,,
113,02-Feb-2026 14:38:14,02-Feb-2026 14:41:14,180,1,1,1,,1,,1,,2,2,2,3,,,,1,2,2,3,2,,,,,,,,,,,,,,,,,
112,02-Feb-2026 14:39:00,02-Feb-2026 14:40:58,118,1,3,1,,1,,1,,2,2,2,1,1,,,,2,3,3,3,,,,,,,,,,,,,,,,,
111,02-Feb-2026 14:38:36,02-Feb-2026 14:40:55,139,1,3,2,,,,1,,2,2,2,1,1,1,,1,2,3,5,3,,,,,,,,,,,,,,,,,
110,02-Feb-2026 14:37:54,02-Feb-2026 14:40:49,175,1,4,2,,,,1,,3,2,1,3,1,,,1,2,3,5,3,,,,,,,,,,,,,,,,,
109,02-Feb-2026 14:38:40,02-Feb-2026 14:40:36,116,1,4,2,1,1,1,1,,1,1,2,2,1,,,1,2,2,5,3,,,,,,,,,,,,,,,,,
108,02-Feb-2026 14:38:51,02-Feb-2026 14:40:31,100,1,2,1,,,,1,,2,2,2,4,,1,,,2,2,2,1,,,,,,,,,,,,,,,,,
107,02-Feb-2026 14:38:49,02-Feb-2026 14:40:30,101,1,4,2,1,1,,,,1,1,3,4,1,,,,2,2,3,3,,,,,,,,,,,,,,,,,
106,02-Feb-2026 14:38:02,02-Feb-2026 14:40:24,142,1,3,2,,,,1,,1,1,3,1,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,
105,02-Feb-2026 14:38:28,02-Feb-2026 14:40:21,113,1,3,1,,,,1,,1,2,2,1,1,,,1,1,1,3,1,,,,,,,,,,,,,,,,,
104,02-Feb-2026 14:38:15,02-Feb-2026 14:40:17,122,1,2,1,,1,,,,1,1,3,4,1,1,,1,3,1,3,3,,,,,,,,,,,,,,,,,
103,02-Feb-2026 14:38:00,02-Feb-2026 14:40:13,133,1,4,2,1,1,1,1,,1,3,1,1,,,,1,2,2,1,3,,,,,,,,,,,,,,,,,
102,02-Feb-2026 14:38:30,02-Feb-2026 14:39:54,84,1,1,2,,1,,1,,3,3,1,1,1,,,1,3,3,3,3,,,,,,,,,,,,,,,,,
101,02-Feb-2026 14:38:20,02-Feb-2026 14:39:47,87,1,1,2,,,,1,,1,2,2,1,1,,,,2,2,3,3,,,,,,,,,,,,,,,,,
100,02-Feb-2026 14:38:49,02-Feb-2026 14:39:40,51,1,1,1,,1,1,1,,1,1,3,2,1,,,1,2,1,3,1,,,,,,,,,,,,,,,,,
99,02-Feb-2026 14:38:05,02-Feb-2026 14:39:33,88,1,4,2,1,1,,,,1,2,1,2,,,,1,1,1,4,3,,,,,,,,,,,,,,,,,
98,02-Feb-2026 14:38:29,02-Feb-2026 14:39:31,62,4,1,1,,,,,1,3,4,1,4,1,1,,,3,3,5,3,,,,,,,,,,,,,,,,,
96,02-Feb-2026 14:37:53,02-Feb-2026 14:39:25,92,1,3,1,,1,,,,1,1,3,1,,,,1,2,3,5,3,,,,,,,,,,,,,,,,,
97,02-Feb-2026 14:38:06,02-Feb-2026 14:39:25,79,1,3,2,1,1,,,,1,1,2,2,,,,1,2,2,5,3,,,,,,,,,,,,,,,,,
95,02-Feb-2026 14:38:09,02-Feb-2026 14:39:24,75,1,2,2,,1,1,1,,2,2,2,2,1,1,1,1,2,2,1,3,,,,,,,,,,,,,,,,,
94,02-Feb-2026 14:38:05,02-Feb-2026 14:39:17,72,1,2,2,1,1,,1,,1,1,3,2,1,,,,2,2,3,3,,,,,,,,,,,,,,,,,
93,02-Feb-2026 14:20:51,02-Feb-2026 14:24:41,230,1,4,1,,1,,1,,1,1,3,3,1,1,,,3,3,1,3,,,,,,,,,,,,,,,,,
92,01-Feb-2026 15:38:48,01-Feb-2026 15:39:37,49,2,1,2,,1,,,,3,3,2,3,,1,,,2,2,3,3,,,,,,,,,,,,,,,,,
91,01-Feb-2026 15:35:12,01-Feb-2026 15:38:01,169,2,1,2,1,,,,,3,3,2,2,,1,1,,2,2,3,3,,,,,,,,,,,,,,,,,
90,01-Feb-2026 14:33:31,01-Feb-2026 14:34:15,44,4,1,5,,,,,1,4,4,1,1,1,,,,3,3,5,3,,,,,,,,,,,,,,,,,
89,01-Feb-2026 14:21:54,01-Feb-2026 14:22:44,50,2,2,4,,1,1,,,2,2,2,3,1,1,1,,1,2,3,3,,,,,,,,,,,,,,,,,
88,01-Feb-2026 14:21:01,01-Feb-2026 14:21:43,42,1,2,1,,,,,1,3,3,2,5,1,,1,,2,2,4,3,,,,,,,,,,,,,,,,,
87,01-Feb-2026 14:02:54,01-Feb-2026 14:04:14,80,2,1,4,,,,1,,1,1,3,2,1,1,,,2,2,4,2,,,,,,,,,,,,,,,,,
86,01-Feb-2026 13:25:18,01-Feb-2026 13:26:34,76,2,2,4,1,1,,1,,2,2,2,2,1,1,,,1,2,2,3,,,,,,,,,,,,,,,,,
85,31-Jan-2026 23:29:35,31-Jan-2026 23:30:52,77,1,3,3,,1,1,,,1,3,1,4,,,,1,2,1,5,3,,,,,,,,,,,,,,,,,
84,31-Jan-2026 23:23:38,31-Jan-2026 23:24:44,66,1,3,2,1,1,1,1,,1,1,3,3,1,1,,1,1,1,1,3,,,,,,,,,,,,,,,,,
83,31-Jan-2026 18:23:28,31-Jan-2026 18:24:54,86,1,1,1,1,,,,,1,1,3,2,,,,1,2,3,3,3,,,,,,,,,,,,,,,,,
82,31-Jan-2026 10:56:53,31-Jan-2026 10:58:57,124,2,2,4,1,1,,,,3,3,2,1,,1,1,,3,3,3,3,,,,,,,,,,,,,,,,,
81,31-Jan-2026 02:07:22,31-Jan-2026 02:08:26,64,2,2,4,1,1,1,,,2,2,2,3,1,1,1,1,3,2,4,3,,,,,,,,,,,,,,,,,
80,30-Jan-2026 23:51:16,30-Jan-2026 23:52:23,67,2,2,3,1,1,,,,1,2,1,2,,1,,1,1,2,3,3,,,,,,,,,,,,,,,,,
79,30-Jan-2026 23:32:46,30-Jan-2026 23:33:41,55,1,1,2,,1,,1,,1,3,1,1,1,,,,2,2,3,3,,,,,,,,,,,,,,,,,
78,30-Jan-2026 23:24:55,30-Jan-2026 23:26:33,98,2,1,2,,,,1,,3,3,1,4,1,1,,,1,2,5,3,,,,,,,,,,,,,,,,,
77,30-Jan-2026 23:12:20,30-Jan-2026 23:12:49,29,1,2,3,1,1,1,,,2,2,3,2,1,1,1,,1,1,4,3,,,,,,,,,,,,,,,,,
76,30-Jan-2026 23:10:43,30-Jan-2026 23:11:09,26,2,2,1,1,1,,,,2,1,2,2,,1,1,,1,2,1,3,,,,,,,,,,,,,,,,,
75,30-Jan-2026 22:39:43,30-Jan-2026 22:41:11,88,2,2,2,1,1,,,,1,1,3,2,1,1,,1,2,2,4,3,,,,,,,,,,,,,,,,,
74,30-Jan-2026 22:34:05,30-Jan-2026 22:35:29,84,2,1,2,1,,,1,,2,2,2,3,,1,1,,2,2,5,3,,,,,,,,,,,,,,,,,
